"","speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3","W","w1","w2","w3","weight","weigth_comb"
"1","JBS","밭","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㅌ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"2","JBS","숨","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅜ","ㅁ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"3","JBS","귀","","","고유어1","1","","","부산",60,"여",1,"ㄱ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"4","JBS","밀","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅣ","ㄹ"," "," ",""," "," ","","","","","son","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"5","JBS","꿩","","","고유어1","1","","H","부산",60,"여",1,"ㄲ","ㅝ","ㅇ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"6","JBS","짚","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅣ","ㅍ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"7","JBS","뼈","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅕ",""," "," ",""," "," ","","","","","tsasp","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"8","JBS","떼","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅔ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"9","JBS","깨","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅐ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"10","JBS","숯","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㅊ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"11","JBS","끈","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄲ","ㅡ","ㄴ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"12","JBS","겉","","","고유어1","1","","H","부산",60,"여",1,"ㄱ","ㅓ","ㅌ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"13","JBS","속","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㄱ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"14","JBS","솔","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㄹ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"15","JBS","앞","","","고유어1","1","","H","부산",60,"여",1,"ㅇ","ㅏ","ㅍ"," "," ",""," "," ","","","","","null","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"16","JBS","팥","","","고유어1","1","","","부산",60,"여",1,"ㅍ","ㅏ","ㅌ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"17","JBS","때","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅐ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"18","JBS","파","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅍ","ㅏ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"19","JBS","솥","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅗ","ㅌ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"20","JBS","혀","","","고유어1","1","","","부산",60,"여",1,"ㅎ","ㅕ",""," "," ",""," "," ","","","","","que","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"21","JBS","꽃","","","고유어1","1","","H","부산",60,"여",1,"ㄲ","ㅗ","ㅊ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"22","JBS","샘","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅐ","ㅁ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"23","JBS","털","","","고유어1","1","","H","부산",60,"여",1,"ㅌ","ㅓ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"24","JBS","덫","","","고유어1","1","","","부산",60,"여",1,"ㄷ","ㅓ","ㅊ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"25","JBS","술","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㄹ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"26","JBS","코","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅋ","ㅗ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"27","JBS","김","","","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅣ","ㅁ"," "," ",""," "," ","","","","","lax","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"28","JBS","새","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅐ",""," "," ",""," "," ","","","","","que","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"29","JBS","덤","","","고유어1","1","","H","부산",60,"여",1,"ㄷ","ㅓ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"30","JBS","국","","","고유어1","1","","H","부산",60,"여",1,"ㄱ","ㅜ","ㄱ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"31","JBS","방","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"32","JBS","무","","","고유어1","1","","H","부산",60,"여",1,"ㅁ","ㅜ",""," "," ",""," "," ","","","","","son","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"33","JBS","발","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"34","JBS","밥","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㅂ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"35","JBS","게","","","고유어1","1","","","부산",60,"여",1,"ㄱ","ㅔ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"36","JBS","낯","","","고유어1","1","","","부산",60,"여",1,"ㄴ","ㅏ","ㅊ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"37","JBS","볼","","","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"38","JBS","물","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅜ","ㄹ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"39","JBS","남","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄴ","ㅏ","ㅁ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"40","JBS","들","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅡ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"41","JBS","젖","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅓ","ㅈ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"42","JBS","둘","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅜ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"43","JBS","삽","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅅ","ㅏ","ㅂ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"44","JBS","목","","","고유어1","1","","H","부산",60,"여",1,"ㅁ","ㅗ","ㄱ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"45","JBS","돈","","","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄴ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"46","JBS","쥐","","","고유어1","1","","","부산",60,"여",1,"ㅈ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"47","JBS","빗","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅣ","ㅅ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"48","JBS","쇠","","","고유어1","1","","","부산",60,"여",1,"ㅅ","ㅚ",""," "," ",""," "," ","","","","","que","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"49","JBS","소","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅅ","ㅗ",""," "," ",""," "," ","","","","","que","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"50","JBS","뼘","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅕ","ㅁ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"51","JBS","글","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄱ","ㅡ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"52","JBS","낮","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄴ","ㅏ","ㅈ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"53","JBS","알","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅇ","ㅏ","ㄹ"," "," ",""," "," ","","","","","null","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"54","JBS","몸","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅁ","ㅗ","ㅁ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"55","JBS","숲","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅜ","ㅍ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"56","JBS","턱","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅌ","ㅓ","ㄱ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"57","JBS","콩","","","고유어1","1","","H","부산",60,"여",1,"ㅋ","ㅗ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"58","JBS","넷","","","고유어1","1","","L","부산",60,"여",1,"ㄴ","ㅔ","ㅅ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"59","JBS","똥","","","고유어1","1","","H","부산",60,"여",1,"ㄸ","ㅗ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"60","JBS","뺨","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅃ","ㅑ","ㅁ"," "," ",""," "," ","","","","","tsasp","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"61","JBS","중","","","고유어1","1","","L","부산",60,"여",1,"ㅈ","ㅜ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"62","JBS","틈","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅌ","ㅡ","ㅁ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"63","JBS","병","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅕ","ㅇ"," "," ",""," "," ","","","","","lax","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"64","JBS","뒤","","","고유어1","1","","","부산",60,"여",1,"ㄷ","ㅟ",""," "," ",""," "," ","","","","","lax","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"65","JBS","깃","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄱ","ㅣ","ㅅ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"66","JBS","돌","rock","1","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"67","JBS","돌","생일","1","고유어1","1","","L","부산",60,"여",1,"ㄷ","ㅗ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"68","JBS","위","","","고유어1","1","","H","부산",60,"여",1,"ㅇ","ㅟ",""," "," ",""," "," ","","","","","null","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"69","JBS","떡","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅓ","ㄱ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"70","JBS","셋","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅔ","ㅅ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"71","JBS","솜","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅗ","ㅁ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"72","JBS","별","","","고유어1","1","","L","부산",60,"여",1,"ㅂ","ㅕ","ㄹ"," "," ",""," "," ","","","","","lax","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"73","JBS","침","","","고유어1","1","","","부산",60,"여",1,"ㅊ","ㅣ","ㅁ"," "," ",""," "," ","","","","","tsasp","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"74","JBS","벼","","","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅕ",""," "," ",""," "," ","","","","","lax","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"75","JBS","숱","","","고유어1","1","","","부산",60,"여",1,"ㅅ","ㅜ","ㅌ"," "," ",""," "," ","","","","","que","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"76","JBS","집","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅈ","ㅣ","ㅂ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"77","JBS","안","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅇ","ㅏ","ㄴ"," "," ",""," "," ","","","","","null","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"78","JBS","밖","","","고유어1","1","","H","부산",60,"여",1,"ㅂ","ㅏ","ㄲ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"79","JBS","닥","","","고유어1","1","","H","부산",60,"여",1,"ㄷ","ㅏ","ㄱ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"80","JBS","잎","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅇ","ㅣ","ㅍ"," "," ",""," "," ","","","","","null","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"81","JBS","산","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅏ","ㄴ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"82","JBS","왕","","","고유어1","","","H","부산",60,"여",1,"ㅇ","ㅘ","ㅇ"," "," ",""," "," ","","","","","null","dp","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"83","JBS","금","","","고유어1","","","H","부산",60,"여",1,"ㄱ","ㅡ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"84","JBS","개","동물","1","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"85","JBS","개","윷놀이","1","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"86","JBS","논","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄴ","ㅗ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"87","JBS","상","","","고유어1","","","H","부산",60,"여",1,"ㅅ","ㅏ","ㅇ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"88","JBS","칼","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅋ","ㅏ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"89","JBS","땅","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄸ","ㅏ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"90","JBS","봄","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅗ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"91","JBS","꿀","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅜ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"92","JBS","맛","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅁ","ㅏ","ㅅ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"93","JBS","옷","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅇ","ㅗ","ㅅ"," "," ",""," "," ","","","","","null","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"94","JBS","길","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄱ","ㅣ","ㄹ"," "," ",""," "," ","","","","","lax","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"95","JBS","강","","","고유어1","","","H(H)_1","부산",60,"여",1,"ㄱ","ㅏ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"96","JBS","비","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅣ",""," "," ",""," "," ","","","","","lax","","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"97","JBS","붓","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅂ","ㅜ","ㅅ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"98","JBS","끝","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅡ","ㅌ"," "," ",""," "," ","","","","","tsasp","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"99","JBS","약","","","고유어1","","","H(H)","부산",60,"여",1,"ㅇ","ㅑ","ㄱ"," "," ",""," "," ","","","","","null","dp","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"100","JBS","값","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄱ","ㅏ","ㅄ"," "," ",""," "," ","","","","","lax","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"101","JBS","해","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅎ","ㅐ",""," "," ",""," "," ","","","","","que","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"102","JBS","빛","","","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅣ","ㅊ"," "," ",""," "," ","","","","","lax","","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"103","JBS","일","","","고유어1","1","","L","부산",60,"여",1,"ㅇ","ㅣ","ㄹ"," "," ",""," "," ","","","","","null","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"104","JBS","장","","","고유어1","","","L","부산",60,"여",1,"ㅈ","ㅏ","ㅇ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"105","JBS","화","","","고유어1","1","","L","부산",60,"여",1,"ㅎ","ㅘ",""," "," ",""," "," ","","","","","que","dp","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"106","JBS","팔","","","고유어1","1","","H","부산",60,"여",1,"ㅍ","ㅏ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"107","JBS","풀","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅍ","ㅜ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"108","JBS","달","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄷ","ㅏ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"109","JBS","꿈","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄲ","ㅜ","ㅁ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"110","JBS","손","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅅ","ㅗ","ㄴ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"111","JBS","곰","","","고유어1","1","","L","부산",60,"여",1,"ㄱ","ㅗ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"112","JBS","차","","","고유어1","","","H","부산",60,"여",1,"ㅊ","ㅏ",""," "," ",""," "," ","","","","","tsasp","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"113","JBS","묵","","","고유어1","1","","H","부산",60,"여",1,"ㅁ","ㅜ","ㄱ"," "," ",""," "," ","","","","","son","sg","obs","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"114","JBS","통","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅌ","ㅗ","ㅇ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"115","JBS","딸","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄸ","ㅏ","ㄹ"," "," ",""," "," ","","","","","tsasp","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"116","JBS","날","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄴ","ㅏ","ㄹ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"117","JBS","씨","","","고유어1","1","","H(H)","부산",60,"여",1,"ㅆ","ㅣ",""," "," ",""," "," ","","","","","que","","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"118","JBS","대","","","고유어1","1","","H(H)","부산",60,"여",1,"ㄷ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"119","JBS","심","","","고유어1","1","","H","부산",60,"여",1,"ㅅ","ㅣ","ㅁ"," "," ",""," "," ","","","","","que","","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"120","JBS","띠","","","고유어1","1","","H(H)_1","부산",60,"여",1,"ㄸ","ㅣ",""," "," ",""," "," ","","","","","tsasp","","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"121","JBS","섬","","","고유어1","1","","L","부산",60,"여",1,"ㅅ","ㅓ","ㅁ"," "," ",""," "," ","","","","","que","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"122","JBS","문","","","고유어1","","","H","부산",60,"여",1,"ㅁ","ㅜ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"123","JBS","발","blind","1","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"124","JBS","발","foot","1","고유어1","1","","H(H)_1","부산",60,"여",1,"ㅂ","ㅏ","ㄹ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"125","JBS","눈","snow","1","고유어1","1","","","부산",60,"여",1,"ㄴ","ㅜ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"126","JBS","눈","eye","1","고유어1","1","","","부산",60,"여",1,"ㄴ","ㅜ","ㄴ"," "," ",""," "," ","","","","","son","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
"127","JBS","배","pear","1","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"128","JBS","배","stomach","1","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"129","JBS","배","boat","1","고유어1","1","","","부산",60,"여",1,"ㅂ","ㅐ",""," "," ",""," "," ","","","","","lax","sg","","","","","","","","","","","011",0,1,1,4,"light-heavy-heavy"
"130","JBS","감","느낌","1","고유어1","","","","부산",60,"여",1,"ㄱ","ㅏ","ㅁ"," "," ",""," "," ","","","","","lax","sg","son","","","","","","","","","","111",1,1,1,8,"heavy-heavy-heavy"
